epoch,step,train_loss,val_loss
0,49,0.02692970260977745,
0,99,0.03589431941509247,
0,149,0.015911255031824112,
0,199,0.015030968002974987,
0,249,0.017940104007720947,
0,299,0.01738891191780567,
0,349,0.034425266087055206,
0,399,0.012953188270330429,
0,449,0.02542528510093689,
0,499,0.02289094589650631,
0,549,0.01718159019947052,
0,599,0.019109409302473068,
0,649,0.012341699562966824,
0,699,0.02205059491097927,
0,749,0.023220976814627647,
0,799,0.015227298252284527,
0,849,0.010357601568102837,
0,899,0.02646782621741295,
0,949,0.019634738564491272,
0,999,0.01728150248527527,
0,1049,0.012057965621352196,
0,1099,0.013733357191085815,
0,1149,0.015692276880145073,
0,1199,0.01387588120996952,
0,1249,0.019588446244597435,
0,1299,0.0188697911798954,
0,1349,0.012184640392661095,
0,1399,0.011807910166680813,
0,1449,0.02322940155863762,
0,1499,0.012801880948245525,
0,1549,0.01619729772210121,
0,1599,0.01583569496870041,
0,1649,0.011121787130832672,
0,1699,0.01323565375059843,
0,1749,0.019558310508728027,
0,1799,0.013901821337640285,
0,1849,0.011144796386361122,
0,1899,0.012004045769572258,
0,1949,0.0132822310552001,
0,1999,0.013125479221343994,
0,2049,0.007209546864032745,
0,2099,0.012321358546614647,
0,2149,0.014979722909629345,
0,2199,0.01023589726537466,
0,2249,0.009549537673592567,
0,2299,0.013954083435237408,
0,2349,0.01069049071520567,
0,2399,0.017224272713065147,
0,2449,0.019851988181471825,
0,2499,0.020471302792429924,
0,2549,0.009453929960727692,
0,2599,0.017910843715071678,
0,2649,0.011057311668992043,
0,2699,0.00975833646953106,
0,2749,0.011572999879717827,
0,2799,0.008578211069107056,
0,2849,0.013475256972014904,
0,2899,0.008258714340627193,
0,2949,0.01247602328658104,
0,2999,0.011041544377803802,
0,3049,0.0108458511531353,
0,3099,0.011924983933568,
0,3149,0.015593668445944786,
0,3199,0.007519029080867767,
0,3249,0.014782683923840523,
0,3299,0.005999199580401182,
0,3349,0.008615953847765923,
0,3399,0.010991455987095833,
0,3449,0.008923668414354324,
0,3499,0.018564417958259583,
0,3549,0.008662529289722443,
0,3599,0.012545876204967499,
0,3649,0.009699360467493534,
0,3699,0.011227205395698547,
0,3749,0.007915539667010307,
0,3799,0.013912214897572994,
0,3849,0.01395096629858017,
0,3899,0.011578923091292381,
0,3949,0.009606469422578812,
0,3999,0.009128475561738014,
0,4049,0.009437154047191143,
0,4099,0.014146807603538036,
0,4149,0.0058904243633151054,
0,4199,0.01092258095741272,
0,4249,0.015682503581047058,
0,4299,0.007569451816380024,
0,4349,0.007189507596194744,
0,4399,0.01932208612561226,
0,4449,0.010825790464878082,
0,4499,0.01679682731628418,
0,4549,0.008841350674629211,
0,4599,0.009096710942685604,
0,4649,0.009762724861502647,
0,4699,0.009191054850816727,
0,4749,0.01207587867975235,
0,4799,0.011540442705154419,
0,4849,0.009257467463612556,
0,4899,0.012720389291644096,
0,4949,0.011313974857330322,
0,4999,0.00892987847328186,
0,5049,0.010056295432150364,
0,5099,0.011306090280413628,
0,5149,0.01465093158185482,
0,5199,0.00913571659475565,
0,5249,0.008630858734250069,
0,5299,0.015881819650530815,
0,5349,0.009724038653075695,
0,5399,0.00977998785674572,
0,5449,0.007037218660116196,
0,5499,0.008686982095241547,
0,5549,0.008283821865916252,
0,5599,0.01047290489077568,
0,5649,0.005888765677809715,
0,5699,0.008585263043642044,
0,5749,0.006918906234204769,
0,5799,0.009384732693433762,
0,5849,0.0143548883497715,
0,5899,0.008873981423676014,
0,5949,0.008998331613838673,
0,5999,0.00920830387622118,
0,6049,0.009078857488930225,
0,6099,0.010942879132926464,
0,6149,0.009004885330796242,
0,6199,0.011449276469647884,
0,6249,0.017753012478351593,
0,6299,0.012545613572001457,
0,6349,0.012383232824504375,
0,6399,0.0074653527699410915,
0,6449,0.007025643717497587,
0,6499,0.009962653741240501,
0,6549,0.00953868217766285,
0,6599,0.007670301012694836,
0,6649,0.008400815539062023,
0,6699,0.012120021507143974,
0,6749,0.013309281319379807,
0,6799,0.011021832935512066,
0,6849,0.006167215760797262,
0,6899,0.016182519495487213,
0,6949,0.014776594936847687,
0,6999,0.00832202285528183,
0,7049,0.004856998100876808,
0,7099,0.008067040704190731,
0,7149,0.0074454499408602715,
0,7199,0.011120150797069073,
0,7249,0.015389948152005672,
0,7299,0.009839002043008804,
0,7349,0.011280915699899197,
0,7399,0.007203449960798025,
0,7449,0.01144946925342083,
0,7499,0.006766694597899914,
0,7549,0.013302902691066265,
0,7599,0.017085706815123558,
0,7649,0.010195445269346237,
0,7699,0.01199356745928526,
0,7749,0.00504725007340312,
0,7799,0.00968538224697113,
0,7849,0.013551803305745125,
0,7899,0.009190124459564686,
0,7949,0.008399849757552147,
0,7999,0.018085770308971405,
0,8049,0.013576915487647057,
0,8099,0.016081593930721283,
0,8149,0.012024450115859509,
0,8199,0.01009877398610115,
0,8249,0.012303846888244152,
0,8299,0.013207629323005676,
0,8349,0.006818056106567383,
0,8399,0.011241494677960873,
0,8449,0.005610174499452114,
0,8499,0.00971214659512043,
0,8549,0.007388175465166569,
0,8599,0.00612648343667388,
0,8649,0.00963994488120079,
0,8699,0.011509500443935394,
0,8749,0.012368759140372276,
0,8799,0.009770235046744347,
0,8849,0.0112341633066535,
0,8899,0.010693619027733803,
0,8949,0.0100067388266325,
0,8999,0.005678578279912472,
0,9049,0.007204417139291763,
0,9099,0.0131415706127882,
0,9149,0.005380101501941681,
0,9199,0.005415773950517178,
0,9249,0.010723240673542023,
0,9299,0.006682342849671841,
0,9349,0.010506600141525269,
0,9399,0.006778282579034567,
0,9449,0.0060597932897508144,
0,9499,0.008831142447888851,
0,9549,0.010058938525617123,
0,9599,0.009269951842725277,
0,9649,0.006667252629995346,
0,9699,0.011201276443898678,
0,9749,0.014428097754716873,
0,9799,0.009925132617354393,
0,9849,0.009867189452052116,
0,9899,0.006523467600345612,
0,9949,0.01274614967405796,
0,9999,0.013249509036540985,
0,10049,0.009642448276281357,
0,10099,0.013357903808355331,
0,10149,0.009496062994003296,
0,10199,0.009094566106796265,
0,10249,0.00883440487086773,
